id,replaces,unit,difficulty,cognitive,question,choices,answer1based,answerFeedback,allChoiceFeedback,takeaway,material,context,scope,sources
920047,910047,3,3,3,Which event happened first in the Dokdo formation timeline?,"[""The beginning of submarine volcanic activity"", ""Emergence above the sea""]",1,About 4.6 million years ago is earlier than about 2.5 million years ago.,"[""About 4.6 million years ago is earlier than about 2.5 million years ago."", ""Emergence occurred later than the beginning of submarine activity.""]","Dokdo grew underwater, emerged, and was reshaped by erosion over a long period.",Formation account: submarine volcanism began at least approximately 4.6 million years ago; emergence began around 2.5 million years ago.,,"Formation ages are approximate research estimates, not exact calendar dates.",https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920048,910048,3,4,3,What is the approximate difference between 4.6 and 2.5 million years ago?,"[""7.1 million years"", ""210,000 years"", ""2.5 million years"", ""2.1 million years""]",4,"4.6 − 2.5 = 2.1 million years, using the supplied approximate dates.","[""This adds the ages instead of finding their difference."", ""This is one tenth of the calculated difference."", ""2.5 million years is one event’s age, not the gap between them."", ""4.6 − 2.5 = 2.1 million years, using the supplied approximate dates.""]","Dokdo grew underwater, emerged, and was reshaped by erosion over a long period.",Approximate dates for calculation: submarine volcanic activity 4.6 million years ago; emergence 2.5 million years ago. This calculation does not establish an exact formation duration.,,"Formation ages are approximate research estimates, not exact calendar dates.",https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920049,910049,3,1,1,What movement of seawater erodes Dokdo’s coastal rock?,"[""Waves"", ""River flow"", ""Glacial movement""]",1,Waves striking the shore contribute to erosion.,"[""Waves striking the shore contribute to erosion."", ""The question describes waves at the coast, not river flow."", ""The coastal process described is wave erosion rather than glacial movement.""]","Wave erosion helps shape Dokdo’s coastal cliffs, caves and arches.",,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0fe4eeb6-3f6a-48b1-ab75-c8d4ab6b43be
920050,910050,3,2,2,What is the wearing away of Dokdo’s coastal rock by waves called?,"[""Deposition"", ""Marine erosion"", ""Eruption""]",2,Marine erosion is the wearing away of coastal material by the sea.,"[""Deposition is accumulation; the question concerns wearing away."", ""Marine erosion is the wearing away of coastal material by the sea."", ""Eruption releases volcanic material rather than eroding coastal rock.""]","Wave erosion helps shape Dokdo’s coastal cliffs, caves and arches.",,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0fe4eeb6-3f6a-48b1-ab75-c8d4ab6b43be
920051,910051,3,3,3,Which process contributed to the arch opening in Dongnimmun Rock?,"[""Accumulation of sand carried by a river"", ""Coral growing into a ring"", ""Wave erosion of coastal rock""]",3,The rock is a sea arch formed through erosion of coastal rock.,"[""This is an opening eroded through rock, not a river-sand deposit."", ""The arch is in coastal rock, not a coral ring."", ""The rock is a sea arch formed through erosion of coastal rock.""]","Wave erosion helps shape Dokdo’s coastal cliffs, caves and arches.",Dongnimmun Rock is a sea arch on Dongdo. A sea arch is coastal rock eroded into an arch-shaped remnant.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0fe4eeb6-3f6a-48b1-ab75-c8d4ab6b43be
920052,910052,3,4,3,Which description identifies a wave-eroded landform on Dokdo?,"[""Weak parts of coastal rock were eroded into an opening"", ""Erupted material accumulated into a larger submarine volcano"", ""Sand settled underwater to form a new layer""]",1,"This describes coastal rock being worn away, consistent with marine erosion.","[""This describes coastal rock being worn away, consistent with marine erosion."", ""This describes volcanic construction, not coastal erosion."", ""Settling and accumulation are deposition rather than erosion.""]","Wave erosion helps shape Dokdo’s coastal cliffs, caves and arches.",Classification: marine erosion wears away coastal rock. Dokdo’s sea caves and arches are associated with this process.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0fe4eeb6-3f6a-48b1-ab75-c8d4ab6b43be
920053,910053,3,1,1,What is the process in which exposure weakens Dokdo’s rocks over time?,"[""Eruption"", ""Weathering"", ""Deposition""]",2,Weathering weakens or breaks down rock through environmental exposure.,"[""Eruption releases material; it does not name the breakdown of existing rock."", ""Weathering weakens or breaks down rock through environmental exposure."", ""Deposition is the accumulation of material.""]","Weathering weakens Dokdo’s rock and erosion wears it away, reshaping the coast.",,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920054,910054,3,2,2,What process occurs when eroded fragments from Dokdo accumulate elsewhere?,"[""Eruption"", ""Weathering"", ""Deposition""]",3,"The accumulation stage is deposition, distinct from removal by erosion.","[""Accumulating transported fragments is not a volcanic eruption."", ""Weathering breaks rock down; deposition is accumulation."", ""The accumulation stage is deposition, distinct from removal by erosion.""]","Weathering weakens Dokdo’s rock and erosion wears it away, reshaping the coast.",,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920055,910055,3,3,3,Which order matches rock weakening followed by removal by waves on Dokdo?,"[""Weathering → erosion"", ""Deposition → weathering"", ""Eruption → deposition""]",1,Weathering weakens the rock before erosion removes material.,"[""Weathering weakens the rock before erosion removes material."", ""No initial accumulation is described; the first process is weathering."", ""The observation concerns existing coastal rock, not a new eruption.""]","Weathering weakens Dokdo’s rock and erosion wears it away, reshaping the coast.","Illustrative observation: cracks widened in Dokdo’s coastal rock, then waves removed material from the weakened section. This describes processes, not a dated field measurement.",,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920056,910056,3,4,4,Which pair of records is suitable for comparing change in Dokdo’s coastline?,"[""A whole-Seodo image and a close-up of one Dongdo rock"", ""Two dates of the same coastal section at the same scale"", ""Dongdo elevations and Ulleungdo temperatures""]",2,Matching location and scale allows a meaningful comparison of coastline change.,"[""These differ in both location and coverage."", ""Matching location and scale allows a meaningful comparison of coastline change."", ""These tables do not show the coastline’s position at two times.""]","Weathering weakens Dokdo’s rock and erosion wears it away, reshaping the coast.",Weathering and erosion can produce small changes along Dokdo’s coast. A survey needs to compare past and newer observations of the same section.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920057,910057,3,1,1,On which main island of Dokdo is Mulgol?,"[""Dongdo"", ""Seodo""]",2,Mulgol is a water source on Seodo’s coast.,"[""Unlike Cheonjang Cave on Dongdo, Mulgol is on Seodo."", ""Mulgol is a water source on Seodo’s coast.""]",Mulgol on Seodo supplies dripping water and was used as a drinking-water source before desalination facilities.,,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://dokdo.mofa.go.kr/kor/introduce/facility.jsp
920058,910058,3,2,2,"Before desalination facilities, what was Mulgol used for?","[""A boat landing"", ""A helicopter landing"", ""A source of drinking water""]",3,Water dripping at Mulgol was used for drinking.,"[""A docking facility serves a different function from Mulgol’s water supply."", ""Mulgol is a water source, not a helipad."", ""Water dripping at Mulgol was used for drinking.""]",Mulgol on Seodo supplies dripping water and was used as a drinking-water source before desalination facilities.,,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://dokdo.mofa.go.kr/kor/introduce/facility.jsp
920059,910059,3,3,3,Which place name completes the description?,"[""Mulgol"", ""Cheonjang Cave"", ""Dongnimmun Rock""]",1,A historical water source on Seodo identifies Mulgol.,"[""A historical water source on Seodo identifies Mulgol."", ""Cheonjang Cave is a depression on Dongdo; Seodo’s historical water source is Mulgol."", ""Dongnimmun Rock is a coastal sea arch on Dongdo.""]",Mulgol on Seodo supplies dripping water and was used as a drinking-water source before desalination facilities.,"At [   ] on Seodo, water drips from the rock. It was used for drinking before seawater-desalination equipment was installed.",,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://dokdo.mofa.go.kr/kor/introduce/facility.jsp
920060,910060,3,4,3,Which pairing correctly describes water supply at Mulgol and at a desalination facility?,"[""Mulgol: a seawater boiler / desalination: dripping rock water"", ""Mulgol: dripping water / desalination: removing salt from seawater"", ""Both collect water from the same rock crevice""]",2,One collects naturally dripping water; the other processes seawater.,"[""The sources are reversed. Mulgol is a place, not a machine."", ""One collects naturally dripping water; the other processes seawater."", ""Desalination processes seawater and is not the same as Mulgol.""]",Mulgol on Seodo supplies dripping water and was used as a drinking-water source before desalination facilities.,"Mulgol: dripping rock water on Seodo, historically used for drinking.
Desalination: equipment that removes salt from seawater for use.",,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://dokdo.mofa.go.kr/kor/introduce/facility.jsp
920061,910061,4,1,1,What does Dokdo provide for birds making long migrations?,"[""A place used only in winter"", ""A permanent home for every visiting bird"", ""A place to rest during migration""]",3,Migrating birds can pause on Dokdo before continuing their journeys.,"[""Dokdo is described as a migration stopover, not a place used only in winter."", ""A stopover does not mean that every visiting bird settles permanently."", ""Migrating birds can pause on Dokdo before continuing their journeys.""]",Dokdo is a stopover where migrating birds can rest.,,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920062,910062,4,2,2,What is a place such as Dokdo where migrating birds pause called?,"[""A stopover site"", ""A breeding site"", ""A wintering site""]",1,A temporary resting place during a journey is a stopover.,"[""A temporary resting place during a journey is a stopover."", ""A breeding site supports eggs and young, distinct from a short rest."", ""A wintering site is used for the winter, not merely a short pause.""]",Dokdo is a stopover where migrating birds can rest.,,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920063,910063,4,3,3,"In the route “departure → rest on Dokdo → destination”, what role does Dokdo play?","[""The departure site"", ""A stopover"", ""The final destination""]",2,"The birds rest between departure and destination, making Dokdo a stopover.","[""In the given route, the birds departed before reaching Dokdo."", ""The birds rest between departure and destination, making Dokdo a stopover."", ""They continue elsewhere after resting, so Dokdo is not the final destination.""]",Dokdo is a stopover where migrating birds can rest.,Illustrative migration route: departure → a short rest on Dokdo → destination. This is not a tracked route of an individual bird.,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920064,910064,4,4,3,Which of the two bird observations on Dokdo describes a stopover?,"[""A: resting briefly and then continuing elsewhere"", ""B: incubating eggs and raising chicks at a nest""]",1,Resting before continuing a longer journey is a stopover.,"[""Resting before continuing a longer journey is a stopover."", ""B describes breeding, not simply stopping during migration.""]",Dokdo is a stopover where migrating birds can rest.,Dokdo is a stopover and a breeding site for some seabirds. Illustrative observations: A rests during migration and leaves; B raises chicks at a nest.,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920065,910065,4,1,1,Which bird is recorded as breeding on Dokdo?,"[""Emperor penguin"", ""Ostrich"", ""Black-tailed gull""]",3,Black-tailed gulls are among the seabirds recorded as breeding on Dokdo.,"[""The Dokdo breeding-bird account identifies black-tailed gulls, not emperor penguins."", ""The question asks about Dokdo’s breeding seabirds; ostriches are not in this group."", ""Black-tailed gulls are among the seabirds recorded as breeding on Dokdo.""]","Black-tailed gulls, storm petrels and streaked shearwaters are recorded as breeding seabirds on Dokdo.",,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920066,910066,4,2,2,What does it mean that black-tailed gulls breed on Dokdo?,"[""They lay eggs and raise chicks."", ""They only stop to rest and leave."", ""They only look for food and leave.""]",1,"Breeding produces the next generation, including laying eggs and raising chicks.","[""Breeding produces the next generation, including laying eggs and raising chicks."", ""A brief stopover and breeding are different activities."", ""Feeding may occur during breeding, but does not by itself define breeding.""]","Black-tailed gulls, storm petrels and streaked shearwaters are recorded as breeding seabirds on Dokdo.",,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
